t,var,len_analytical_edge_states,Wtotal,figure_id,left_edge_indicator,right_edge_indicator
-1.4240506329113924,0.17088607594936708,1,1,176,-5.7731597280507974e-15,0.4455603523114345
-1.4240506329113924,0.18227848101265823,1,1,177,-4.218847493575586e-15,0.4061349229173309
-1.4240506329113924,0.19367088607594937,1,1,178,-7.993605777301096e-15,0.3660170346991145
-1.4240506329113924,0.20506329113924052,1,1,179,-3.774758283725525e-15,0.3252588795830197
-1.4240506329113924,0.21645569620253163,1,1,180,-2.664535259100372e-15,0.28390791115285036
-1.4240506329113924,0.22784810126582278,1,1,181,-3.330669073875464e-15,0.24198188383540267
-1.4240506329113924,0.23924050632911392,1,1,182,-9.76996261670133e-15,0.19938489354830832
-1.4240506329113924,0.25063291139240507,1,1,183,-6.883382752675947e-15,0.15562453550257252
-1.4240506329113924,0.2620253164556962,1,1,184,-5.7731597280507974e-15,0.10874196045385005
-1.4240506329113924,0.27341772151898736,1,1,185,-8.659739592076183e-15,0.047615825101555716
-1.4240506329113924,0.2848101265822785,1,1,186,-3.774758283725525e-15,8.215650382226125e-15
-1.4240506329113924,0.29620253164556964,0,0,187,-5.995204332975827e-15,7.771561172376066e-15
-1.4240506329113924,0.30759493670886073,0,0,188,-5.107025913275707e-15,7.771561172376066e-15
-1.4240506329113924,0.3189873417721519,0,0,189,-2.664535259100372e-15,5.7731597280507974e-15
-1.4240506329113924,0.330379746835443,0,0,190,-5.329070518200737e-15,8.437694987151153e-15
-1.4240506329113924,0.34177215189873417,0,0,191,-2.2204460492503107e-15,5.995204332975827e-15
-1.4240506329113924,0.3531645569620253,0,0,192,-1.9984014443252798e-15,1.176836406102659e-14
-1.4240506329113924,0.36455696202531646,0,0,193,-3.330669073875464e-15,5.329070518200737e-15
-1.4240506329113924,0.3759493670886076,0,0,194,-2.2204460492503107e-15,5.329070518200737e-15
-1.4240506329113924,0.38734177215189874,0,0,195,-2.2204460492503107e-15,3.5527136788004946e-15
-1.4240506329113924,0.3987341772151899,0,0,196,-8.215650382226125e-15,4.884981308350677e-15
-1.4240506329113924,0.41012658227848103,0,0,197,-9.32587340685127e-15,4.218847493575586e-15
-1.4240506329113924,0.4215189873417722,0,0,198,-2.2204460492503107e-15,5.7731597280507974e-15
-1.4240506329113924,0.43291139240506327,0,0,199,-4.218847493575586e-15,4.6629367034256464e-15
-1.4240506329113924,0.4443037974683544,0,0,200,-1.9984014443252798e-15,1.0880185641326474e-14
-1.4240506329113924,0.45569620253164556,0,0,201,-3.5527136788004946e-15,7.105427357600977e-15
-1.4240506329113924,0.4670886075949367,0,0,202,-3.774758283725525e-15,5.995204332975827e-15
-1.4240506329113924,0.47848101265822784,0,0,203,-1.3766765505351846e-14,7.993605777301096e-15
-1.4240506329113924,0.489873417721519,0,0,204,-4.6629367034256464e-15,6.217248937900858e-15
-1.4240506329113924,0.5012658227848101,0,0,205,-1.9984014443252798e-15,4.884981308350677e-15
-1.4240506329113924,0.5126582278481012,0,0,206,-6.4392935428258874e-15,3.774758283725525e-15
-1.4240506329113924,0.5240506329113924,0,0,207,-2.4424906541753412e-15,3.996802888650556e-15
-1.4240506329113924,0.5354430379746835,0,0,208,-6.883382752675947e-15,6.883382752675947e-15
-1.4240506329113924,0.5468354430379747,0,0,209,-4.6629367034256464e-15,3.330669073875464e-15
-1.4240506329113924,0.5582278481012658,0,0,210,-4.6629367034256464e-15,5.329070518200737e-15
